,ISO_country,Cruise_ID,Latitude,Longitude,Year,Month,Day,Time,WOD_unique,depth(m),qc_flag,Temp,qc_flag.1,Sal,qc_flag.2,Oxy,qc_flag.3,Phos,qc_flag.4,dum5,qc_flag.5,Sil,qc_flag.6,dum7,qc_flag.7,NO3,qc_flag.8,pH,qc_flag.9,dum10,qc_flag.10,Chl,qc_flag.11,dum12,qc_flag.12,dum13,qc_flag.13,dum14,qc_flag.14,dum15,qc_flag.15,dum16,qc_flag.16,Alk,qc_flag.17,dum18,qc_flag.18,dum19,qc_flag.19,pCO2,qc_flag.20,DIC,qc_flag.21,dum22,qc_flag.22,dum23,qc_flag.23,BAC,qc_flag.24,dum25,qc_flag.25,dum26,qc_flag.26,dum27,qc_flag.27,dum28,qc_flag.28,dum29,qc_flag.29,dum30,qc_flag.30,dum31,qc_flag.31,dum32,qc_flag.32,Trit,qc_flag.33,He,qc_flag.34,dHE3,qc_flag.35,dC14,qc_flag.36,dC13,qc_flag.37,Arg,qc_flag.38,Neo,qc_flag.39,CFC11,qc_flag.40,CFC12,qc_flag.41,CFC113,qc_flag.42,O18,qc_flag.43
35,US,8850,13.58,-61.15,1937,1,15,15.75,8411043,448,0,8.71,0,34.95,0,126,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,US,8850,13.58,-61.15,1937,1,15,15.75,8411043,547,0,7.58,0,34.83,0,128,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,US,8850,13.58,-61.15,1937,1,15,15.75,8411043,755,0,5.52,0,34.71,0,148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,US,8850,13.58,-61.15,1937,1,15,15.75,8411043,963,0,4.94,0,34.88,0,176,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,US,8850,13.58,-61.15,1937,1,15,15.75,8411043,1179,0,4.45,0,34.94,0,195,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,US,8850,13.58,-61.15,1937,1,15,15.75,8411043,1587,0,4.14,0,34.97,0,207,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,US,8850,13.58,-61.15,1937,1,15,15.75,8411043,2014,0,4.11,0,34.97,0,210,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,US,8850,13.73,-61.15,1937,1,15,18.67,8411044,1,0,26.24,0,35.85,0,205,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,US,8850,13.73,-61.15,1937,1,15,18.67,8411044,25,0,26.25,0,35.85,0,204,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,US,8850,13.73,-61.15,1937,1,15,18.67,8411044,50,0,26.23,0,35.85,0,204,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,US,8850,13.73,-61.15,1937,1,15,18.67,8411044,98,0,25.81,0,36,0,199,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,US,8850,13.73,-61.15,1937,1,15,18.67,8411044,144,0,21.01,0,36.69,0,184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,US,8850,13.73,-61.15,1937,1,15,18.67,8411044,188,0,17.7,0,36.4,0,159,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,US,8850,13.73,-61.15,1937,1,15,18.67,8411044,270,0,14.03,0,35.74,0,141,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,US,8850,13.73,-61.15,1937,1,15,18.67,8411044,358,0,10.63,0,35.21,0,127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,US,8850,13.73,-61.15,1937,1,15,18.67,8411044,447,0,8.32,0,34.87,0,122,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,US,8850,13.73,-61.15,1937,1,15,18.67,8411044,535,0,7.33,0,34.74,0,128,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,US,8850,13.73,-61.15,1937,1,15,18.67,8411044,744,0,5.85,0,34.7,0,141,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,US,8850,13.73,-61.15,1937,1,15,18.67,8411044,963,0,4.95,0,34.88,0,175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,US,8850,13.73,-61.15,1937,1,15,18.67,8411044,1334,0,4.23,0,34.95,0,204,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,US,8850,13.73,-61.15,1937,1,15,18.67,8411044,1550,0,4.13,0,34.97,0,207,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,US,8850,13.73,-61.15,1937,1,15,18.67,8411044,1956,0,4.12,0,34.97,0,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,US,8850,14.12,-61.05,1937,1,16,0.75,8411045,1,0,25.89,0,35.87,0,204,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,US,8850,14.12,-61.05,1937,1,16,0.75,8411045,19,0,25.9,0,35.9,0,204,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,US,8850,14.12,-61.05,1937,1,16,0.75,8411045,39,0,25.9,0,35.9,0,203,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,US,8850,14.12,-61.05,1937,1,16,0.75,8411045,76,0,25.52,0,36.32,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,US,8850,14.12,-61.05,1937,1,16,0.75,8411045,110,0,22.77,0,36.77,0,180,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,US,8850,14.12,-61.05,1937,1,16,0.75,8411045,143,0,19.07,0,36.75,0,154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,US,8850,14.12,-61.05,1937,1,16,0.75,8411045,201,0,15.96,0,36.08,0,138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,US,8850,14.12,-61.05,1937,1,16,0.75,8411045,268,0,14.14,0,35.85,0,143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,US,8850,14.12,-61.05,1937,1,16,0.75,8411045,332,0,11.31,0,35.32,0,129,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,US,8850,14.12,-61.05,1937,1,16,0.75,8411045,398,0,9.91,0,35.1,0,127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,US,8850,14.12,-61.05,1937,1,16,0.75,8411045,551,0,7.57,0,34.7,0,129,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,US,8850,14.12,-61.05,1937,1,16,0.75,8411045,714,0,5.91,0,34.7,0,142,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,US,8850,14.12,-61.05,1937,1,16,0.75,8411045,916,0,5.18,0,34.81,0,163,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,GB,1329,14,-61.33,1938,4,8,,96451,0,0,26.64,0,35.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,GB,1329,14,-61.33,1938,4,8,,96451,10,0,26.64,0,35.53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,GB,1329,14,-61.33,1938,4,8,,96451,25,0,26.61,0,35.56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,GB,1329,14,-61.33,1938,4,8,,96451,50,0,26.26,0,36.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,GB,1329,14,-61.33,1938,4,8,,96451,75,0,25.21,0,36.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,GB,1329,14,-61.33,1938,4,8,,96451,100,0,24.17,0,36.57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,GB,1329,14,-61.33,1938,4,8,,96451,150,0,18.01,0,36.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,GB,1329,14,-61.33,1938,4,8,,96451,200,0,16.41,0,36.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,GB,1329,14,-61.33,1938,4,8,,96451,250,0,14.47,0,35.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,GB,1329,14,-61.33,1938,4,8,,96451,500,0,8.24,0,34.87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,GB,1329,14,-61.33,1938,4,8,,96451,750,0,7.02,0,34.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,GB,1329,14,-61.33,1938,4,8,,96451,1000,0,5.18,0,34.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,GB,1329,14,-61.33,1938,4,8,,96451,1500,0,4.25,0,34.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,GB,1329,14,-61.33,1938,4,8,,96451,2000,0,4.11,0,35.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,GB,1329,14,-61.33,1938,4,8,,96451,2500,0,4.16,0,34.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,FR,700,14.18,-61.13,1951,4,1,,192346,0,0,26.75,0,35.41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,FR,700,14.18,-61.13,1951,4,1,,192346,50,0,24.9,0,36.27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,FR,700,14.18,-61.13,1951,4,1,,192346,100,0,21.6,0,36.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,FR,700,14.18,-61.13,1951,4,1,,192346,200,0,16,0,35.91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,FR,700,14.18,-61.13,1951,4,1,,192346,300,0,12.6,0,35.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
